ticket_name,price,currency,ticket_count,revenue,more_info
Child Ticket,75.2,SGD,20,1500,Marina Bay Pass Child Ticket-Choose five attractions
Child Ticket,58.6,SGD,59,3422,Marina Bay Pass Child Ticket-Choose three attractions
Child Ticket,70.4,SGD,44,3080,Marina Bay Pass Child Ticket-Choose four attractions
Adult Ticket,51.0,SGD,58,2958,Gardens by the Bay double venue ticket + Singapore Cable Car Ticket Adult Ticket
Child Ticket,32.0,SGD,9,288,Gardens by the Bay double venue ticket + Singapore Cable Car Ticket Child Ticket
Adult Ticket,62.0,SGD,869,53878,Gardens by the Bay Flower Dome + Cloud Forest Ticket + 滨海湾金沙空中花园观景台门票 Adult Ticket - Enter before 16:00
Child Ticket,45.0,SGD,176,7920,Gardens by the Bay Flower Dome + Cloud Forest Ticket + 滨海湾金沙空中花园观景台门票 Child Ticket - Enter before 16:00
Adult Ticket,92.0,SGD,135,12420,滨海湾金沙空中花园观景台门票 + Gardens by the Bay Tickets + ArtScience Museum Admission Ticket Adult Ticket
Child Ticket,70.0,SGD,54,3780,滨海湾金沙空中花园观景台门票 + Gardens by the Bay Tickets + ArtScience Museum Admission Ticket Child Ticket
Adult Ticket,115.0,SGD,163,18745,Gardens by the Bay Flower Dome + Cloud Forest Ticket + Universal Studios Singapore Ticket Adult Ticket
Child Ticket,83.0,SGD,19,1577,Gardens by the Bay Flower Dome + Cloud Forest Ticket + Universal Studios Singapore Ticket Child Ticket
Adult Ticket,72.0,SGD,377,27144,Gardens by the Bay Flower Dome + Cloud Forest Ticket + Singapore Flyer Ticket (With Time Capsule Experience) Adult Ticket
Child Ticket,46.0,SGD,118,5428,Gardens by the Bay Flower Dome + Cloud Forest Ticket + Singapore Flyer Ticket (With Time Capsule Experience) Child Ticket
Adult Ticket,74.0,SGD,47,3478,Singapore Flyer with Time Capsule + Gardens by the Bay (Flower Dome + Supertree Observatory) Adult Ticket
Child Ticket,46.0,SGD,20,920,Singapore Flyer with Time Capsule + Gardens by the Bay (Flower Dome + Supertree Observatory) Child Ticket
Adult Ticket,76.0,SGD,203,15428,Gardens by the Bay Flower Dome + Cloud Forest Ticket + S.E.A. Aquarium Ticket Adult Ticket
Child Ticket,54.0,SGD,41,2214,Gardens by the Bay Flower Dome + Cloud Forest Ticket + S.E.A. Aquarium Ticket Child Ticket
Adult Ticket,77.0,SGD,15,1155,Gardens by the Bay Flower Dome +Cloud Forest Ticket + Singapore Zoo Ticket Adult Ticket
Child Ticket,57.0,SGD,13,741,Gardens by the Bay Flower Dome +Cloud Forest Ticket + Singapore Zoo Ticket Child Ticket
Adult Ticket,72.0,SGD,4,288,Adventure Cove Waterpark Ticket + Flower Dome Ticket + Cloud Forest Ticket Adult Ticket
Child Ticket,43.0,SGD,1,43,Adventure Cove Waterpark Ticket + Flower Dome Ticket + Cloud Forest Ticket Child Ticket
Adult Ticket,10.0,SGD,133,1330,Gardens by the Bay Outdoor Audio Tour Adult Ticket-Chinese Guide
Adult Ticket,10.0,SGD,22,220,Gardens by the Bay Outdoor Audio Tour Adult Ticket-English Guide
Child Ticket,5.0,SGD,28,140,Gardens by the Bay Outdoor Audio Tour Child Ticket-Chinese Guide
Child Ticket,5.0,SGD,7,35,Gardens by the Bay Outdoor Audio Tour Child Ticket-English Guide
Adult Ticket,30.0,SGD,7369,221070,Sands SkyPark Observation Deck Ticket Adult Ticket-Enter before 16:00
Child Ticket,24.0,SGD,1796,43104,Sands SkyPark Observation Deck Ticket Child Ticket-Enter before 16:00
Senior Ticket,24.0,SGD,498,11952,Sands SkyPark Observation Deck Ticket Senior Ticket-Enter before 16:00
Adult Ticket,30.0,SGD,346,10380,ArtScience Museum General Exhibition-Future World: Where Art Meets Science Adult Ticket
Child Ticket,25.0,SGD,204,5100,ArtScience Museum General Exhibition-Future World: Where Art Meets Science Child Ticket
Senior Ticket,25.0,SGD,27,675,ArtScience Museum General Exhibition-Future World: Where Art Meets Science Senior Ticket
Standard Ticket,13.0,SGD,37,481,Marina Bay Sands -Sampan Rides (Includes 4 Digital Photo) Standard Ticket
Adult Ticket,89.7,SGD,126,11214,Marina Bay Pass Adult Ticket-Choose four attractions
Adult Ticket,76.5,SGD,194,14744,Marina Bay Pass Adult Ticket-Choose three attractions
Adult Ticket,99.1,SGD,96,9504,Marina Bay Pass Adult Ticket-Choose five attractions
Child Ticket,75.2,SGD,20,1500,Marina Bay Pass Child Ticket-Choose five attractions
Child Ticket,58.6,SGD,59,3422,Marina Bay Pass Child Ticket-Choose three attractions
Child Ticket,70.4,SGD,44,3080,Marina Bay Pass Child Ticket-Choose four attractions
Adult Ticket,38.0,SGD,191,7258,River Wonders Admission Ticket Adult Ticket (Singapore Residents)
Adult Ticket,42.0,SGD,21585,906570,River Wonders Admission Ticket Adult Ticket (Non-Singapore Residents)
Child Ticket,28.5,SGD,44,1232,River Wonders Admission Ticket Child Ticket (Singapore Residents)
Child Ticket,30.0,SGD,8442,253260,River Wonders Admission Ticket Child Ticket (Non-Singapore Residents)
Family Ticket (2 Adults + 1 Child),114.0,SGD,138,15732,River Wonders Admission Ticket Family Ticket (2 Adults + 1 Child) (Non-Singapore residents)
Family Ticket (1 Adult + 1 Child),72.0,SGD,47,3384,River Wonders Admission Ticket Family Ticket (1 Adult + 1 Child) (Non-Singapore residents)
Adult Ticket,42.0,SGD,1297,54474,River Wonders Admission Ticket + Boat Ride Adult Ticket
Child Ticket,35.0,SGD,339,11865,River Wonders Admission Ticket + Boat Ride Child Ticket
Adult Ticket,91.5,SGD,254,23114,Night Safari + River Wonders 2-Park Admission Adult Ticket (Non-Singapore Residents)
Child Ticket,65.99,SGD,532,34580,Night Safari + River Wonders 2-Park Admission Child Ticket (Non-Singapore Residents)
Family Ticket (1 Adult + 1 Child),159.5,SGD,15,2385,Night Safari + River Wonders 2-Park Admission Family Ticket (1 Adult + 1 Child)
Family Ticket (2 Adults + 1 Child),251.0,SGD,40,10040,Night Safari + River Wonders 2-Park Admission Family Ticket (2 Adults + 1 Child)
Adult Ticket,118.0,SGD,17,2006,Singapore Zoo + River Wonders + Bird Paradise + Night Safari Park Hopper Ticket Adult Ticket (Singapore Residents)
Child Ticket,90.0,SGD,2,180,Singapore Zoo + River Wonders + Bird Paradise + Night Safari Park Hopper Ticket Child Ticket (Singapore Residents)
Adult Ticket,118.0,SGD,2569,303142,Singapore Zoo + River Wonders + Bird Paradise + Night Safari Park Hopper Ticket Adult Ticket (Non-Singapore Residents)
Child Ticket,90.0,SGD,920,82800,Singapore Zoo + River Wonders + Bird Paradise + Night Safari Park Hopper Ticket Child Ticket (Non-Singapore Residents)
Adult Ticket,90.0,SGD,54,4860,River Wonders + Bird Paradise Admission Ticket Adult Ticket (Non-SG Residents)
Child Ticket,63.0,SGD,21,1323,River Wonders + Bird Paradise Admission Ticket Child Ticket (Non-SG Residents)
Adult Ticket,136.5,SGD,92,12512,Singapore Zoo + River Wonders + Night Safari 3-in-1 ParkHopper Admission Adult Ticket (Non-Singapore Residents)
Child Ticket,90.0,SGD,186,16740,Singapore Zoo + River Wonders + Night Safari 3-in-1 ParkHopper Admission Child Ticket (Non-Singapore Residents)
Adult Ticket,83.6,SGD,1,83,Singapore Zoo + River Wonders 2-Park Admission Adult Ticket (SG Residents)
Child Ticket,59.85,SGD,0,0,Singapore Zoo + River Wonders 2-Park Admission Child Ticket (SG Residents)
Family Ticket (1 Adult + 1 Child),153.0,SGD,16,2448,Singapore Zoo + River Wonders 2-Park Admission Family Ticket (1 Adult + 1 Child)
Family Ticket (2 Adults + 1 Child),240.0,SGD,66,15840,Singapore Zoo + River Wonders 2-Park Admission Family Ticket (2 Adults + 1 Child)
Adult Ticket,87.0,SGD,206,17922,Singapore Zoo + River Wonders 2-Park Admission Adult Ticket (Non-Singapore Residents)
Child Ticket,62.99,SGD,256,15872,Singapore Zoo + River Wonders 2-Park Admission Child Ticket (Non-Singapore Residents)
Adult Ticket,125.0,SGD,8,1000,River Wonders + Universal Studios Singapore Ticket Adult Ticket
Child Ticket,92.0,SGD,2,184,River Wonders + Universal Studios Singapore Ticket Child Ticket
Adult Ticket,82.0,SGD,2,164,Adventure Cove Waterpark + River Wonders Ticket Adult Ticket
Child Ticket,62.0,SGD,0,0,Adventure Cove Waterpark + River Wonders Ticket Child Ticket
Standard Ticket,320.0,SGD,4,1280,River Wonders River Discovery Walking Tour Standard Ticket
Standard Ticket,94.72,SGD,60,5640,River Wonders Manatee Mania Backstage Pass Standard Ticket
Standard Ticket,5.0,SGD,23079,115395,River Wonders Amazon River Quest Cruise Ticket Standard Ticket
Adult Ticket,49.5,SGD,254,12446,Night Safari Admission Ticket with Tram Ride (English) Adult Ticket (Singapore Residents)
Adult Ticket,49.5,SGD,24040,1177960,Night Safari Admission Ticket with Tram Ride (English) Adult Ticket (Non-Singapore Residents)
Child Ticket,34.2,SGD,35,1190,Night Safari Admission Ticket with Tram Ride (English) Child Ticket (Singapore Residents)
Child Ticket,38.0,SGD,7155,271890,Night Safari Admission Ticket with Tram Ride (English) Child Ticket (Non-Singapore Residents)
Adult Ticket,94.5,SGD,87,8178,Singapore Zoo + Night Safari 2-Park Admission Adult Ticket (Non-Singapore Residents)
Child Ticket,68.99,SGD,125,8500,Singapore Zoo + Night Safari 2-Park Admission Child Ticket (Non-Singapore Residents)
Family Ticket (1 Adult + 1 Child),168.5,SGD,6,1008,Singapore Zoo + Night Safari 2-Park Admission Family Ticket (1 Adult + 1 Child)
Family Ticket (2 Adults + 1 Child),263.0,SGD,19,4997,Singapore Zoo + Night Safari 2-Park Admission Family Ticket (2 Adults + 1 Child)
Adult Ticket,95.99,SGD,148,14060,Night Safari + Bird Paradise Admission Ticket Adult Ticket (Non-Singapore Residents)
Child Ticket,65.99,SGD,46,2990,Night Safari + Bird Paradise Admission Ticket Child Ticket (Non-SG Residents)
Adult Ticket,91.5,SGD,254,23114,Night Safari + River Wonders 2-Park Admission Adult Ticket (Non-Singapore Residents)
Child Ticket,65.99,SGD,532,34580,Night Safari + River Wonders 2-Park Admission Child Ticket (Non-Singapore Residents)
Family Ticket (1 Adult + 1 Child),159.5,SGD,15,2385,Night Safari + River Wonders 2-Park Admission Family Ticket (1 Adult + 1 Child)
Family Ticket (2 Adults + 1 Child),251.0,SGD,40,10040,Night Safari + River Wonders 2-Park Admission Family Ticket (2 Adults + 1 Child)
Adult Ticket,136.5,SGD,92,12512,Singapore Zoo + River Wonders + Night Safari 3-in-1 ParkHopper Admission Adult Ticket (Non-Singapore Residents)
Child Ticket,90.0,SGD,186,16740,Singapore Zoo + River Wonders + Night Safari 3-in-1 ParkHopper Admission Child Ticket (Non-Singapore Residents)
Adult Ticket,118.0,SGD,17,2006,Singapore Zoo + River Wonders + Bird Paradise + Night Safari Park Hopper Ticket Adult Ticket (Singapore Residents)
Child Ticket,90.0,SGD,2,180,Singapore Zoo + River Wonders + Bird Paradise + Night Safari Park Hopper Ticket Child Ticket (Singapore Residents)
Adult Ticket,118.0,SGD,2569,303142,Singapore Zoo + River Wonders + Bird Paradise + Night Safari Park Hopper Ticket Adult Ticket (Non-Singapore Residents)
Child Ticket,90.0,SGD,920,82800,Singapore Zoo + River Wonders + Bird Paradise + Night Safari Park Hopper Ticket Child Ticket (Non-Singapore Residents)
Adult Ticket,89.5,SGD,14,1246,Singapore Flyer Ticket (With Time Capsule Experience) + Night Safari Ticket Adult Ticket
Child Ticket,63.0,SGD,6,378,Singapore Flyer Ticket (With Time Capsule Experience) + Night Safari Ticket Child Ticket
Adult Ticket,93.5,SGD,127,11811,Night Safari Ticket + S.E.A. Aquarium Ticket Adult Ticket
Child Ticket,71.0,SGD,34,2414,Night Safari Ticket + S.E.A. Aquarium Ticket Child Ticket
Adult Ticket,132.5,SGD,126,16632,Universal Studios Singapore + Night Safari Admission Ticket Adult Ticket
Child Ticket,100.0,SGD,26,2600,Universal Studios Singapore + Night Safari Admission Ticket Child Ticket
Adult Ticket,89.5,SGD,0,0,Adventure Cove Waterpark + Night Safari Ticket Adult Ticket
Child Ticket,70.0,SGD,0,0,Adventure Cove Waterpark + Night Safari Ticket Child Ticket
Adult Ticket,54.99,SGD,1007,54378,Night Safari Admission Ticket + Multi-Lingual Tram Adult Ticket (Non-Singapore residents) - 19:50
Child Ticket,37.99,SGD,405,14985,Night Safari Admission Ticket + Multi-Lingual Tram Child Ticket (Non-Singapore residents) - 19:50
Family Ticket (2 Adults + 1 Child),167.0,SGD,1,167,Night Safari Admission Ticket + Multi-Lingual Tram Family Ticket (2 Adults + 1 Child) - 19:50
Family Ticket (1 Adult + 1 Child),107.5,SGD,1,107,Night Safari Admission Ticket + Multi-Lingual Tram Family Ticket (1 Adult + 1 Child) - 19:50
Standard Ticket,10.0,SGD,443,4430,Night Safari Multi-Lingual Tram Ride Standard Ticket-19:50
Standard Ticket,10.0,SGD,3605,36050,Night Safari Multi-Lingual Tram Ride Standard Ticket
Standard Ticket,448.0,SGD,16,7168,Night Safari Adventure Tour (Admission Not Included) Standard Ticket
Adult Ticket,48.0,SGD,57,2736,Night Safari Ulu Ulu Safari Restaurant Asian Dinner Voucher Adult Ticket
Child Ticket,37.0,SGD,26,962,Night Safari Ulu Ulu Safari Restaurant Asian Dinner Voucher Child Ticket
Adult Ticket,31.0,SGD,18,558,Night Safari Ulu Ulu Safari Restaurant Indian Dinner Voucher Adult Ticket
Child Ticket,21.0,SGD,3,63,Night Safari Ulu Ulu Safari Restaurant Indian Dinner Voucher Child Ticket
Adult Ticket,51.4,SGD,86,4386,Night Safari Ticket with Tram Ride (English)+ Mystical Bar F&B Bundle Adult Ticket (Non-Singapore residents)
Child Ticket,35.5,SGD,35,1225,Night Safari Ticket with Tram Ride (English)+ Mystical Bar F&B Bundle Child Ticket (Non-Singapore residents)
Family Ticket (2 Adults + 1 Child),121.0,SGD,669,80949,S.E.A. Aquarium Admission Ticket Family Ticket (2 Adults + 1 Child)
Adult Ticket,44.0,SGD,23309,1025596,S.E.A. Aquarium Admission Ticket Adult Ticket
Child Ticket,33.0,SGD,6921,228393,S.E.A. Aquarium Admission Ticket Child Ticket
Family Ticket (1 Adult + 1 Child),77.0,SGD,326,25102,S.E.A. Aquarium Admission Ticket Family Ticket (1 Adult + 1 Child)
Standard Ticket,25.0,SGD,2,50,S.E.A. Aquarium Behind The Scenes: Aquarist Lab Standard Ticket
Standard Ticket,21.0,SGD,16,336,S.E.A. Aquarium Dolphin Intro ( Admission Not Included) Standard Ticket
Adult Ticket,217.0,SGD,0,0,S.E.A. Aquarium VIP Experience (With Ticket) Adult Ticket
Adult Ticket,197.0,SGD,105,20685,S.E.A. Aquarium VIP Experience (With Ticket) Adult Ticket
Child Ticket,177.0,SGD,0,0,S.E.A. Aquarium VIP Experience (With Ticket) Child Ticket
Child Ticket,157.0,SGD,68,10676,S.E.A. Aquarium VIP Experience (With Ticket) Child Ticket
Adult Ticket,177.0,SGD,90,15930,S.E.A. Aquarium Admission + Dolphin Island Dolphin Discovery Adult Ticket
Adult Ticket,144.0,SGD,191,27504,S.E.A. Aquarium Admission + Dolphin Island Dolphin Discovery Adult Ticket
Child Ticket,166.0,SGD,56,9296,S.E.A. Aquarium Admission + Dolphin Island Dolphin Discovery Child Ticket
Child Ticket,133.0,SGD,126,16758,S.E.A. Aquarium Admission + Dolphin Island Dolphin Discovery Child Ticket
Adult Ticket,188.0,SGD,9,1692,S.E.A. Aquarium Admission + Dolphin Island Dolphin Adventure Adult Ticket
Adult Ticket,84.0,SGD,76,6384,S.E.A. Aquarium Admission + Dolphin Island Dolphin Encounter Adult Ticket
Child Ticket,73.0,SGD,19,1387,S.E.A. Aquarium Admission + Dolphin Island Dolphin Encounter Child Ticket
Adult Ticket,67.0,SGD,125,8375,S.E.A. Aquarium Admission + Dolphin Island Dolphin Observer Adult Ticket
Child Ticket,56.0,SGD,10,560,S.E.A. Aquarium Admission + Dolphin Island Dolphin Observer Child Ticket
Adult Ticket,49.0,SGD,13,637,S.E.A. Aquarium Admission Ticket + BunnyVerse 3D Ice Cream Adult Ticket - Ocean Series Ice Cream
Adult Ticket,127.0,SGD,859,109093,Universal Studios Singapore Tickets + S.E.A. Aquarium Admission Ticket Adult Ticket
Child Ticket,95.0,SGD,195,18525,Universal Studios Singapore Tickets + S.E.A. Aquarium Admission Ticket Child Ticket
Adult Ticket,167.0,SGD,30,5010,S.E.A. Aquarium ticket + Universal Studios Singapore ticket + Singapore Flyer ticket Adult Ticket
Child Ticket,120.0,SGD,15,1800,S.E.A. Aquarium ticket + Universal Studios Singapore ticket + Singapore Flyer ticket Child Ticket
Adult Ticket,70.0,SGD,3,210,S.E.A. Aquarium ticket + Trick Eye Museum ticket Adult Ticket
Child Ticket,55.0,SGD,0,0,S.E.A. Aquarium ticket + Trick Eye Museum ticket Child Ticket
Child Ticket,116.0,SGD,36,4176,S.E.A. Aquarium ticket + Universal Studios Singapore ticket + Singapore Cable Car ticket Child Ticket
Adult Ticket,156.0,SGD,133,20748,S.E.A. Aquarium ticket + Universal Studios Singapore ticket + Singapore Cable Car ticket Adult Ticket
Adult Ticket,73.0,SGD,393,28689,S.E.A. Aquarium Tickets + Singapore Cable Car Tickets Adult Ticket
Child Ticket,54.0,SGD,98,5292,S.E.A. Aquarium Tickets + Singapore Cable Car Tickets Child Ticket
Adult Ticket,61.1,SGD,144,8784,S.E.A. Aquarium Tickets + Wings of Time Standard seat performance ticket Adult Ticket - Booking on Your Own
Child Ticket,50.1,SGD,32,1600,S.E.A. Aquarium Tickets + Wings of Time Standard seat performance ticket Child Ticket - Booking on Your Own
Adult Ticket,167.0,SGD,374,62458,Adventure Cove Waterpark Admission Ticket + Universal Studios Singapore Ticket + S.E.A. Aquarium Ticket Adult Ticket
Child Ticket,127.0,SGD,187,23749,Adventure Cove Waterpark Admission Ticket + Universal Studios Singapore Ticket + S.E.A. Aquarium Ticket Child Ticket
Adult Ticket,76.0,SGD,203,15428,Gardens by the Bay Flower Dome + Cloud Forest Ticket + S.E.A. Aquarium Ticket Adult Ticket
Child Ticket,54.0,SGD,41,2214,Gardens by the Bay Flower Dome + Cloud Forest Ticket + S.E.A. Aquarium Ticket Child Ticket
Adult Ticket,89.0,SGD,43,3827,S.E.A. Aquarium Ticket + Singapore Zoo Ticket Adult Ticket
Child Ticket,69.0,SGD,12,828,S.E.A. Aquarium Ticket + Singapore Zoo Ticket Child Ticket
Adult Ticket,93.5,SGD,127,11811,Night Safari Ticket + S.E.A. Aquarium Ticket Adult Ticket
Child Ticket,71.0,SGD,34,2414,Night Safari Ticket + S.E.A. Aquarium Ticket Child Ticket
Adult Ticket,84.0,SGD,90,7560,Adventure Cove Waterpark + S.E.A. Aquarium Ticket Adult Ticket
Child Ticket,65.0,SGD,47,3055,Adventure Cove Waterpark + S.E.A. Aquarium Ticket Child Ticket
Adult Ticket,84.0,SGD,18,1512,Singapore Flyer (With Time Capsule Experience) + S.E.A. Aquarium Ticket Adult Ticket
Child Ticket,58.0,SGD,4,232,Singapore Flyer (With Time Capsule Experience) + S.E.A. Aquarium Ticket Child Ticket
Standard Ticket,3.0,SGD,27,81,S.E.A. Aquarium / Adventure Cove Waterpark SG$5 Retail Voucher  (Minimum Spend SG$25) Standard Ticket
Standard Ticket,15.0,SGD,58,870,Universal Studios Singapore /S.E.A. Aquarium/Adventure Cove Waterpark 6R DIGIPHOTO REDEMPTION VOUCHER Standard Ticket
Standard Ticket,10.0,SGD,3,30,S.E.A. Aquarium 3D Ice Cream Standard Ticket-Ocean Series Ice Cream
Child Ticket,23.5,SGD,301,6923,Wings of Time Open-Dated Ticket (Standard Seat) + Singapore Cable Car Pass (Round-Trip) with Complementary Fruit Popsicle Child Ticket
Adult Ticket,36.5,SGD,1222,43992,Singapore Cable Car Pass Round Trip Ticket + SkyHelix Sentosa Ticket Adult Ticket
Child Ticket,30.0,SGD,178,5340,Singapore Cable Car Pass Round Trip Ticket + SkyHelix Sentosa Ticket Child Ticket
Family Ticket (1 Adult + 1 Child),66.5,SGD,11,726,Singapore Cable Car Pass Round Trip Ticket + SkyHelix Sentosa Ticket Family Ticket (1 Adult + 1 Child)
Family Ticket (2 Adults + 1 Child),103.0,SGD,32,3296,Singapore Cable Car Pass Round Trip Ticket + SkyHelix Sentosa Ticket Family Ticket (2 Adults + 1 Child)
Adult Ticket,22.5,SGD,28,616,Sentosa Island Bus Tour Adult Ticket
Child Ticket,18.0,SGD,12,216,Sentosa Island Bus Tour Child Ticket
Adult Ticket,35.0,SGD,0,0,Sentosa Singapore Southern Round Island Speedboat Tour Adult Ticket
Adult Ticket,18.0,SGD,569,10242,SkyHelix Sentosa Ticket Adult Ticket
Child Ticket,15.3,SGD,141,2115,SkyHelix Sentosa Ticket Child Ticket
Standard Ticket,60.0,SGD,0,0,Sentosa Sentosa Fun Discovery Pass Standard Ticket-60 Tokens
Standard Ticket,76.5,SGD,7,532,Sentosa Sentosa Fun Discovery Pass Standard Ticket-95 Tokens
Standard Ticket,100.0,SGD,1,100,Sentosa Sentosa Fun Discovery Pass Standard Ticket-130 Tokens
Standard Ticket,45.0,SGD,0,0,Sentosa Choice Pass Standard Ticket-Choose 2 attractions
Standard Ticket,89.6,SGD,0,0,Sentosa Choice Pass Standard Ticket-Choose five attractions
Standard Ticket,99.9,SGD,0,0,Sentosa Choice Pass Standard Ticket-Choose 6
Standard Ticket,77.7,SGD,0,0,Sentosa Choice Pass Standard Ticket-Choose four attractions
Standard Ticket,62.0,SGD,0,0,Sentosa Choice Pass Standard Ticket-Choose three attractions
Adult Ticket,13.5,SGD,0,0,Central Beach Bazaar Air Combat VR Experience Adult Ticket
Standard Ticket,28.0,SGD,0,0,Gogreen Eco Adventure @ Sentosa 2 Hours Kick Scooter Rental + Free 1 Gogreen Metal Straw Standard Ticket
Standard Ticket,28.0,SGD,3,84,Gogreen Eco Adventure @ Sentosa 2 Hours Bicycle Rental + Free 1 Gogreen Metal Straw Standard Ticket
Standard Ticket,3.0,SGD,12,36,Singapore Cable Car Cornetto Ice-Cream or Canned Coffee Redemption Voucher Standard Ticket
Adult Ticket,95.0,SGD,23,2185,Singapore Cable Car Flexi Pass Adult Ticket
Child Ticket,87.0,SGD,3,261,Singapore Cable Car Flexi Pass Child Ticket
Adult Ticket,40.0,SGD,18780,751200,Singapore Flyer Ticket + Time Capsule Experience Adult Ticket
Child Ticket,25.0,SGD,6414,160350,Singapore Flyer Ticket + Time Capsule Experience Child Ticket
Family Ticket (2 Adults + 1 Child),105.0,SGD,113,11865,Singapore Flyer Ticket + Time Capsule Experience Family Ticket (2 Adults + 1 Child)
Family Ticket (1 Adult + 1 Child),65.0,SGD,116,7540,Singapore Flyer Ticket + Time Capsule Experience Family Ticket (1 Adult + 1 Child)
Adult Ticket,79.0,SGD,35,2765,Singapore Flyer Ticket+Time Capsule Experience+Singapore Sling Experience Adult Ticket
Child Ticket,31.0,SGD,9,279,Singapore Flyer Ticket+Time Capsule Experience+Singapore Sling Experience Child Ticket
Standard Ticket,79.0,SGD,21,1659,Singapore Flyer Ticket+Time Capsule Experience+Champagne Standard Ticket
Ticket for 2,520.0,SGD,16,8320,Singapore Flyer 165 Sky Dining (Shared Capsule) Ticket for 2
Standard Ticket,3117.4,SGD,0,0,Singapore Flyer Ticket+Time Capsule Experience+165 Sky Dining (Private Capsule) Standard Ticket-Couples Package (for 2 people)
Standard Ticket,3117.4,SGD,3,9351,Singapore Flyer Ticket+Time Capsule Experience+165 Sky Dining (Private Capsule) Standard Ticket-Group Package (up to 10 people)
Adult Ticket,72.0,SGD,377,27144,Gardens by the Bay Flower Dome + Cloud Forest Ticket + Singapore Flyer Ticket (With Time Capsule Experience) Adult Ticket
Child Ticket,46.0,SGD,118,5428,Gardens by the Bay Flower Dome + Cloud Forest Ticket + Singapore Flyer Ticket (With Time Capsule Experience) Child Ticket
Adult Ticket,70.0,SGD,632,44240,Singapore Flyer Ticket + Time Capsule Experience + Captain Explorer DUKW™ Tour Ticket(Include Guided Tour) Adult Ticket-Chinese/English Guided Tour
Child Ticket,50.0,SGD,285,14250,Singapore Flyer Ticket + Time Capsule Experience + Captain Explorer DUKW™ Tour Ticket(Include Guided Tour) Child Ticket-Chinese/English Guided Tour
Infant Ticket,12.0,SGD,13,156,Singapore Flyer Ticket + Time Capsule Experience + Captain Explorer DUKW™ Tour Ticket(Include Guided Tour) Infant Ticket-Chinese/English Guided Tour
Family Ticket (1 Adult + 1 Child),120.0,SGD,9,1080,Singapore Flyer Ticket + Time Capsule Experience + Captain Explorer DUKW™ Tour Ticket(Include Guided Tour) Family Ticket (1 Adult + 1 Child) - Chinese/English Guided Tour
